attempt_id,user_id,session_id,attempted_at_utc,exercise_id,concept,mode,answer_type,difficulty,data_source,is_correct,response_time_ms,attempt_number
00000000-0000-0000-0000-000000000007-2,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:52:13.200860+00:00,liq-005,Liquidity,recognition,level,3,constructed,0,10646,1
00000000-0000-0000-0000-000000000007-3,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:52:33.926257+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,15725,1
00000000-0000-0000-0000-000000000007-4,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:52:49.419260+00:00,pd-003,PremiumDiscount,recognition,choice,2,constructed,1,10493,1
00000000-0000-0000-0000-000000000007-5,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:53:05.356260+00:00,real-liq-004,Liquidity,recognition,level,1,real,1,10936,1
00000000-0000-0000-0000-000000000007-6,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:53:45.239827+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,34883,1
00000000-0000-0000-0000-000000000007-7,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:54:12.581928+00:00,liq-003,Liquidity,recognition,level,2,constructed,1,22342,1
00000000-0000-0000-0000-000000000007-8,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:54:32.462162+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,1,14880,1
00000000-0000-0000-0000-000000000007-9,00000000-0000-0000-0000-000000000007,s-7-1,2026-09-02T10:55:00.375881+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,22913,1
00000000-0000-0000-0000-000000000007-10,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:57:11.133336+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,7828,1
00000000-0000-0000-0000-000000000007-11,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:57:28.696494+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,12563,1
00000000-0000-0000-0000-000000000007-12,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:57:42.355528+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,0,8659,1
00000000-0000-0000-0000-000000000007-13,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:58:05.030011+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,17674,1
00000000-0000-0000-0000-000000000007-14,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:58:40.779328+00:00,real-mss-010,MSS,recognition,level,3,real,1,30749,1
00000000-0000-0000-0000-000000000007-15,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:59:03.148427+00:00,real-fvg-004,FVG,recognition,zone,3,real,0,17369,1
00000000-0000-0000-0000-000000000007-16,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:59:27.402030+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,19253,1
00000000-0000-0000-0000-000000000007-17,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T09:59:55.129048+00:00,real-mss-001,MSS,recognition,level,1,real,0,22727,1
00000000-0000-0000-0000-000000000007-18,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T10:00:12.693833+00:00,real-mss-003,MSS,recognition,level,3,real,0,12564,1
00000000-0000-0000-0000-000000000007-19,00000000-0000-0000-0000-000000000007,s-7-2,2026-09-03T10:00:29.919473+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,12225,1
00000000-0000-0000-0000-000000000007-20,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:36:06.223600+00:00,real-liq-005,Liquidity,recognition,level,2,real,0,10367,1
00000000-0000-0000-0000-000000000007-21,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:36:29.289177+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,18065,1
00000000-0000-0000-0000-000000000007-22,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:36:40.106388+00:00,real-mss-008,MSS,recognition,level,1,real,1,5817,1
00000000-0000-0000-0000-000000000007-23,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:36:53.191343+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,0,8084,1
00000000-0000-0000-0000-000000000007-24,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:37:11.898548+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,13707,1
00000000-0000-0000-0000-000000000007-25,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:37:30.526170+00:00,real-fvg-006,FVG,recognition,zone,3,real,1,13627,1
00000000-0000-0000-0000-000000000007-26,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:37:43.214325+00:00,real-fvg-007,FVG,recognition,zone,1,real,1,7688,1
00000000-0000-0000-0000-000000000007-27,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:38:20.003703+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,31789,1
00000000-0000-0000-0000-000000000007-28,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:38:46.750402+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,21746,1
00000000-0000-0000-0000-000000000007-29,00000000-0000-0000-0000-000000000007,s-7-3,2026-09-04T12:39:13.198348+00:00,mss-001,MSS,recognition,level,1,constructed,1,21447,1
00000000-0000-0000-0000-000000000007-30,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:17:28.782358+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,10937,1
00000000-0000-0000-0000-000000000007-31,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:17:41.294693+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,7512,1
00000000-0000-0000-0000-000000000007-32,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:18:03.141939+00:00,real-liq-007,Liquidity,recognition,level,1,real,1,16847,1
00000000-0000-0000-0000-000000000007-33,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:18:15.200469+00:00,mss-004,MSS,recognition,level,2,constructed,1,7058,1
00000000-0000-0000-0000-000000000007-34,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:18:29.588730+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,9388,1
00000000-0000-0000-0000-000000000007-35,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:19:04.208745+00:00,real-mss-010,MSS,recognition,level,3,real,1,29620,1
00000000-0000-0000-0000-000000000007-36,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:19:22.162423+00:00,fvg-resp-003,FVG,recognition,choice,2,constructed,1,12953,1
00000000-0000-0000-0000-000000000007-37,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:19:40.819420+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,13656,1
00000000-0000-0000-0000-000000000007-38,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:19:57.936366+00:00,real-fvg-005,FVG,recognition,zone,2,real,1,12116,1
00000000-0000-0000-0000-000000000007-39,00000000-0000-0000-0000-000000000007,s-7-4,2026-09-05T19:20:22.645896+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,19709,1
00000000-0000-0000-0000-000000000007-40,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:30:00.520387+00:00,real-fvg-004,FVG,recognition,zone,3,real,0,9333,1
00000000-0000-0000-0000-000000000007-41,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:30:15.326149+00:00,real-fvg-008,FVG,recognition,zone,2,real,0,9805,1
00000000-0000-0000-0000-000000000007-42,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:30:36.036581+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,1,15710,1
00000000-0000-0000-0000-000000000007-43,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:30:52.422052+00:00,mss-005,MSS,recognition,level,2,constructed,1,11385,1
00000000-0000-0000-0000-000000000007-44,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:31:06.642383+00:00,pd-005,PremiumDiscount,recognition,choice,3,constructed,1,9220,1
00000000-0000-0000-0000-000000000007-45,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:31:24.258933+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,0,12616,1
00000000-0000-0000-0000-000000000007-46,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:31:45.056640+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,15797,1
00000000-0000-0000-0000-000000000007-47,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:32:07.555644+00:00,fvg-001,FVG,recognition,zone,1,constructed,0,17499,1
00000000-0000-0000-0000-000000000007-48,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:32:42.442924+00:00,fvg-005,FVG,recognition,zone,3,constructed,0,29887,1
00000000-0000-0000-0000-000000000007-49,00000000-0000-0000-0000-000000000007,s-7-5,2026-09-07T03:33:18.649551+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,31206,1
00000000-0000-0000-0000-000000000007-50,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:47:17.792983+00:00,real-fvg-006,FVG,recognition,zone,3,real,1,22109,1
00000000-0000-0000-0000-000000000007-51,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:47:32.494838+00:00,fvg-003,FVG,recognition,zone,2,constructed,0,9701,1
00000000-0000-0000-0000-000000000007-52,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:48:18.478074+00:00,fvg-resp-003,FVG,recognition,choice,2,constructed,1,40983,1
00000000-0000-0000-0000-000000000007-53,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:48:46.197789+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,22719,1
00000000-0000-0000-0000-000000000007-54,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:49:19.079187+00:00,liq-005,Liquidity,recognition,level,3,constructed,0,27881,1
00000000-0000-0000-0000-000000000007-55,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:49:41.838036+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,17758,1
00000000-0000-0000-0000-000000000007-56,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:49:57.291571+00:00,real-liq-003,Liquidity,recognition,level,3,real,0,10453,1
00000000-0000-0000-0000-000000000007-57,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:50:07.257516+00:00,liq-001,Liquidity,recognition,level,1,constructed,1,4965,1
00000000-0000-0000-0000-000000000007-58,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:50:38.517461+00:00,real-liq-006,Liquidity,recognition,level,3,real,0,26259,1
00000000-0000-0000-0000-000000000007-59,00000000-0000-0000-0000-000000000007,s-7-6,2026-09-07T13:50:50.465948+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,6948,1
00000000-0000-0000-0000-000000000007-60,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:20:22.595796+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,26692,1
00000000-0000-0000-0000-000000000007-61,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:21:01.278817+00:00,pd-003,PremiumDiscount,recognition,choice,2,constructed,1,33683,1
00000000-0000-0000-0000-000000000007-62,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:21:13.608178+00:00,mss-001,MSS,recognition,level,1,constructed,1,7329,1
00000000-0000-0000-0000-000000000007-63,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:21:30.883847+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,0,12275,1
00000000-0000-0000-0000-000000000007-64,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:21:52.619758+00:00,real-liq-006,Liquidity,recognition,level,3,real,1,16735,1
00000000-0000-0000-0000-000000000007-65,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:22:05.412449+00:00,real-liq-005,Liquidity,recognition,level,2,real,1,7792,1
00000000-0000-0000-0000-000000000007-66,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:22:23.394512+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,12982,1
00000000-0000-0000-0000-000000000007-67,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:22:51.791147+00:00,liq-005,Liquidity,recognition,level,3,constructed,1,23396,1
00000000-0000-0000-0000-000000000007-68,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:23:06.280045+00:00,ifvg-resp-001,IFVG,recognition,choice,2,constructed,1,9488,1
00000000-0000-0000-0000-000000000007-69,00000000-0000-0000-0000-000000000007,s-7-7,2026-09-08T03:23:17.766179+00:00,real-mss-009,MSS,recognition,level,2,real,0,6486,1
00000000-0000-0000-0000-000000000007-70,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:40:54.221445+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,12373,1
00000000-0000-0000-0000-000000000007-71,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:41:32.584420+00:00,ob-001,OrderBlock,recognition,zone,1,constructed,1,33362,1
00000000-0000-0000-0000-000000000007-72,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:41:59.490042+00:00,fvg-002,FVG,recognition,zone,1,constructed,1,21905,1
00000000-0000-0000-0000-000000000007-73,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:42:20.616391+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,16126,1
00000000-0000-0000-0000-000000000007-74,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:42:38.719400+00:00,real-fvg-003,FVG,recognition,zone,3,real,1,13103,1
00000000-0000-0000-0000-000000000007-75,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:42:53.699903+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,9980,1
00000000-0000-0000-0000-000000000007-76,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:43:23.198309+00:00,mss-003,MSS,recognition,level,3,constructed,0,24498,1
00000000-0000-0000-0000-000000000007-77,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:43:40.559149+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,0,12360,1
00000000-0000-0000-0000-000000000007-78,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:43:55.250426+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,9691,1
00000000-0000-0000-0000-000000000007-79,00000000-0000-0000-0000-000000000007,s-7-8,2026-09-08T17:44:11.872731+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,0,11622,1
00000000-0000-0000-0000-000000000007-80,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:40:58.228103+00:00,real-liq-006,Liquidity,recognition,level,3,real,0,6645,1
00000000-0000-0000-0000-000000000007-81,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:41:13.422400+00:00,real-mss-001,MSS,recognition,level,1,real,1,10194,1
00000000-0000-0000-0000-000000000007-82,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:41:32.487904+00:00,liq-002,Liquidity,recognition,level,1,constructed,1,14065,1
00000000-0000-0000-0000-000000000007-83,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:41:57.675136+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,20187,1
00000000-0000-0000-0000-000000000007-84,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:42:16.769680+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,1,14094,1
00000000-0000-0000-0000-000000000007-85,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:42:28.830789+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,7061,1
00000000-0000-0000-0000-000000000007-86,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:42:37.317819+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,3487,1
00000000-0000-0000-0000-000000000007-87,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:42:57.640620+00:00,real-mss-002,MSS,recognition,level,2,real,1,15322,1
00000000-0000-0000-0000-000000000007-88,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:43:23.981396+00:00,mss-001,MSS,recognition,level,1,constructed,0,21340,1
00000000-0000-0000-0000-000000000007-89,00000000-0000-0000-0000-000000000007,s-7-9,2026-09-10T03:43:49.813824+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,20832,1
00000000-0000-0000-0000-000000000007-90,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:38:43.345171+00:00,mss-004,MSS,recognition,level,2,constructed,0,8354,1
00000000-0000-0000-0000-000000000007-91,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:39:12.241465+00:00,real-mss-001,MSS,recognition,level,1,real,0,23896,1
00000000-0000-0000-0000-000000000007-92,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:39:32.067480+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,14826,1
00000000-0000-0000-0000-000000000007-93,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:39:51.930735+00:00,real-fvg-007,FVG,recognition,zone,1,real,1,14863,1
00000000-0000-0000-0000-000000000007-94,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:40:08.487794+00:00,real-fvg-010,FVG,recognition,zone,1,real,1,11557,1
00000000-0000-0000-0000-000000000007-95,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:40:43.346575+00:00,real-mss-003,MSS,recognition,level,3,real,1,29858,1
00000000-0000-0000-0000-000000000007-96,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:40:59.164190+00:00,real-liq-010,Liquidity,recognition,level,1,real,1,10817,1
00000000-0000-0000-0000-000000000007-97,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:41:15.047203+00:00,ob-005,OrderBlock,recognition,zone,3,constructed,0,10883,1
00000000-0000-0000-0000-000000000007-98,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:41:42.334190+00:00,real-fvg-006,FVG,recognition,zone,3,real,1,22286,1
00000000-0000-0000-0000-000000000007-99,00000000-0000-0000-0000-000000000007,s-7-10,2026-09-11T19:42:06.444521+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,19110,1
00000000-0000-0000-0000-000000000007-100,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:09:27.055479+00:00,ifvg-001,IFVG,recognition,zone,1,constructed,0,8036,1
00000000-0000-0000-0000-000000000007-101,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:10:03.677657+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,31622,1
00000000-0000-0000-0000-000000000007-102,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:10:24.018911+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,15341,1
00000000-0000-0000-0000-000000000007-103,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:10:37.783382+00:00,liq-005,Liquidity,recognition,level,3,constructed,0,8764,1
00000000-0000-0000-0000-000000000007-104,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:11:01.135351+00:00,real-mss-002,MSS,recognition,level,2,real,0,18351,1
00000000-0000-0000-0000-000000000007-105,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:11:34.753726+00:00,ob-001,OrderBlock,recognition,zone,1,constructed,1,28618,1
00000000-0000-0000-0000-000000000007-106,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:12:02.095697+00:00,real-mss-001,MSS,recognition,level,1,real,1,22341,1
00000000-0000-0000-0000-000000000007-107,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:12:15.163368+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,8067,1
00000000-0000-0000-0000-000000000007-108,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:12:30.256740+00:00,real-liq-003,Liquidity,recognition,level,3,real,1,10093,1
00000000-0000-0000-0000-000000000007-109,00000000-0000-0000-0000-000000000007,s-7-11,2026-09-13T10:12:49.018784+00:00,fvg-003,FVG,recognition,zone,2,constructed,1,13762,1
00000000-0000-0000-0000-000000000007-110,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:34:19.343033+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,7785,1
00000000-0000-0000-0000-000000000007-111,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:34:40.946509+00:00,pd-005,PremiumDiscount,recognition,choice,3,constructed,1,16603,1
00000000-0000-0000-0000-000000000007-112,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:34:55.911458+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,9964,1
00000000-0000-0000-0000-000000000007-113,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:35:26.955402+00:00,mss-003,MSS,recognition,level,3,constructed,1,26043,1
00000000-0000-0000-0000-000000000007-114,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:35:47.674789+00:00,real-mss-003,MSS,recognition,level,3,real,1,15719,1
00000000-0000-0000-0000-000000000007-115,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:36:10.661303+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,17986,1
00000000-0000-0000-0000-000000000007-116,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:36:24.291936+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,8630,1
00000000-0000-0000-0000-000000000007-117,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:36:34.500288+00:00,real-fvg-001,FVG,recognition,zone,1,real,0,5208,1
00000000-0000-0000-0000-000000000007-118,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:37:01.862214+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,22361,1
00000000-0000-0000-0000-000000000007-119,00000000-0000-0000-0000-000000000007,s-7-12,2026-09-13T23:37:14.310039+00:00,ob-001,OrderBlock,recognition,zone,1,constructed,1,7447,1
00000000-0000-0000-0000-000000000007-120,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:06:50.788510+00:00,real-mss-007,MSS,recognition,level,1,real,1,15391,1
00000000-0000-0000-0000-000000000007-121,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:07:08.059793+00:00,real-fvg-010,FVG,recognition,zone,1,real,1,12271,1
00000000-0000-0000-0000-000000000007-122,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:07:39.803968+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,26744,1
00000000-0000-0000-0000-000000000007-123,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:07:56.706115+00:00,real-liq-004,Liquidity,recognition,level,1,real,0,11902,1
00000000-0000-0000-0000-000000000007-124,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:08:09.035286+00:00,real-fvg-010,FVG,recognition,zone,1,real,1,7329,1
00000000-0000-0000-0000-000000000007-125,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:08:24.974001+00:00,ifvg-004,IFVG,recognition,zone,2,constructed,1,10938,1
00000000-0000-0000-0000-000000000007-126,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:08:42.062613+00:00,liq-004,Liquidity,recognition,level,2,constructed,0,12088,1
00000000-0000-0000-0000-000000000007-127,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:08:53.038009+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,5975,1
00000000-0000-0000-0000-000000000007-128,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:09:11.870149+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,13832,1
00000000-0000-0000-0000-000000000007-129,00000000-0000-0000-0000-000000000007,s-7-13,2026-09-14T08:09:23.987687+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,7117,1
00000000-0000-0000-0000-000000000007-130,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:03:39.129854+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,1,13731,1
00000000-0000-0000-0000-000000000007-131,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:04:02.023078+00:00,real-liq-001,Liquidity,recognition,level,1,real,1,17893,1
00000000-0000-0000-0000-000000000007-132,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:04:19.681863+00:00,pd-005,PremiumDiscount,recognition,choice,3,constructed,1,12658,1
00000000-0000-0000-0000-000000000007-133,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:04:55.100028+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,0,30418,1
00000000-0000-0000-0000-000000000007-134,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:05:06.583591+00:00,real-mss-010,MSS,recognition,level,3,real,0,6483,1
00000000-0000-0000-0000-000000000007-135,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:05:28.830659+00:00,real-mss-007,MSS,recognition,level,1,real,0,17247,1
00000000-0000-0000-0000-000000000007-136,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:05:57.242339+00:00,real-liq-008,Liquidity,recognition,level,2,real,1,23411,1
00000000-0000-0000-0000-000000000007-137,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:06:13.549007+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,1,11306,1
00000000-0000-0000-0000-000000000007-138,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:06:28.111908+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,9562,1
00000000-0000-0000-0000-000000000007-139,00000000-0000-0000-0000-000000000007,s-7-14,2026-09-15T11:06:41.374171+00:00,real-mss-004,MSS,recognition,level,1,real,1,8262,1
00000000-0000-0000-0000-000000000007-140,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:42:42.771292+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,7351,1
00000000-0000-0000-0000-000000000007-141,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:43:01.015184+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,13243,1
00000000-0000-0000-0000-000000000007-142,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:43:14.356014+00:00,real-liq-004,Liquidity,recognition,level,1,real,1,8340,1
00000000-0000-0000-0000-000000000007-143,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:43:27.970780+00:00,fvg-002,FVG,recognition,zone,1,constructed,1,8614,1
00000000-0000-0000-0000-000000000007-144,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:43:50.630998+00:00,real-mss-003,MSS,recognition,level,3,real,1,17660,1
00000000-0000-0000-0000-000000000007-145,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:44:16.939660+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,21308,1
00000000-0000-0000-0000-000000000007-146,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:44:33.233282+00:00,ifvg-001,IFVG,recognition,zone,1,constructed,1,11293,1
00000000-0000-0000-0000-000000000007-147,00000000-0000-0000-0000-000000000007,s-7-15,2026-09-16T06:44:54.474066+00:00,fvg-resp-001,FVG,recognition,choice,1,constructed,1,16240,1
